Date,Open,High,Low,Close,Adj Close,Volume,RSI,Upper Bollinger band,Lower Bollinger band,%K (5 days stochastic oscillator),"%D Average(H,3)",EMA 12,EMA 26,Volume Weighted Average Price,William % R,Commodity Channel Index,Rate of Change (10 days),Aroon Up,Aroon Down,MACD,BUY/SELL
2012/10/01,416.056213,417.195404,410.731659,412.836731,384.563232,4020692,7.612890839,436.1853299,389.1024771,36.34583317,37.04276014,406.953499,394.8447113,454.5957648,-52.1974661,48.0113018,-0.009800954265,60,36,12.10878771,-1
2012/10/03,413.307251,422.718048,413.208191,419.077576,390.376617,10108193,38.82165727,436.0771427,393.1094245,74.82887757,30.54548375,408.8187416,396.6397383,454.5353363,-40.66435488,52.45631232,-0.03164515428,56,32,12.1790033,1
2012/10/04,421.281677,425.41748,420.563477,422.445648,393.513977,5827181,36.40846845,435.1718037,397.8922964,82.68397582,49.92459122,410.9151888,398.5512872,454.5048861,-39.83340085,56.70995983,-0.003155650721,52,28,12.36390157,0
2012/10/05,425.912781,426.952911,337.971375,424.87262,395.774811,7252375,36.46243307,434.4999815,402.7140647,97.66210936,64.61956219,413.0624859,400.5010156,454.4357993,-11.94480398,12.07329186,0.0303903998,48,24,12.56147033,0
2012/10/08,423.262878,423.262878,404.292694,405.852905,378.057678,9642125,45.86143932,430.617519,405.0150887,76.28720862,85.05832092,411.9533196,400.8974518,454.3672252,-28.4521213,34.48793321,-0.03634013345,44,20,11.05586778,-1
2012/10/09,408.874268,409.468658,402.732483,403.822174,376.166016,5354197,56.41522945,430.3228297,401.1739835,74.00501493,85.54443127,410.7023741,401.1140979,454.3241485,-25.99498507,46.69846068,-0.02516890641,40,16,9.588276219,-1
2012/10/10,401.692352,407.289307,399.909271,404.168884,376.488953,4329302,62.91667801,427.5250809,401.1697215,74.39465756,82.6514443,409.6972218,401.3403784,454.2882709,-25.60534244,-54.70617507,-0.02828221548,36,12,8.356843441,1
2012/10/11,405.654785,407.140717,400.850342,406.125336,378.311493,5472058,56.1751475,426.8771472,400.9296461,76.59337438,74.89562704,409.1477009,401.6948197,454.2438175,-23.40662562,-57.40016773,-0.02935780968,32,8,7.452881243,0
2012/10/12,405.555725,409.320068,404.193634,405.605255,377.826996,4904139,54.90621001,426.388425,399.1965708,24.39016808,74.99768229,408.6027092,401.9844815,454.2053841,-23.99110755,-55.10347884,-0.01319521668,28,4,6.618227689,0
2012/10/15,405.654785,411.053619,405.654785,407.660797,379.74176,5160103,58.16569009,425.512356,399.1315606,69.55567073,58.45940001,408.4577997,402.4049493,454.1664885,-21.68103055,-49.90259458,-0.01690152681,24,0,6.052850303,0
2012/10/16,415.511353,416.031433,401.197052,402.410553,374.851074,10232355,59.82731917,425.4100389,397.3021891,15.51455692,56.8464044,407.527454,402.4053644,454.0869188,-27.5814052,-69.79350936,-0.02525496696,20,4,5.122089579,-1
2012/10/17,404.193634,404.862305,397.011719,398.79483,371.482941,9652460,63.7848615,425.1725882,394.7376291,9.375067364,36.48679858,406.1839734,402.1379174,454.0021504,-31.64485832,-132.7923879,-0.04839854758,16,0,4.046055957,-1
2012/10/18,399.834961,404.168884,394.758087,401.840942,374.320465,12276649,61.69509047,424.470222,394.1274342,33.29450384,31.481765,405.5158147,402.1159193,453.8947869,-28.22155037,-118.3910549,-0.04877480949,12,0,3.399895462,1
2012/10/19,400.057861,401.444702,395.922058,397.630859,370.398712,5837376,61.24742184,424.3086344,391.8549527,13.50409099,19.39470937,404.3027446,401.7836926,453.8420622,-32.95296229,-115.7999828,-0.06411747832,8,0,2.519052037,-1
2012/10/22,393.866547,404.639435,392.132965,403.970764,376.304413,6537307,64.05679065,423.4708695,391.426151,49.53371488,18.72455406,404.2516707,401.9456979,453.7851673,-25.82799537,-90.4004679,-0.004637495449,4,96,2.305972806,1
2012/10/23,402.930634,403.574524,398.62146,401.172302,373.697571,4381354,59.22444386,422.2721691,390.066955,71.01182779,32.1107699,403.7779216,401.8884093,453.7477256,-28.97298716,-74.93183273,-0.006561977451,0,92,1.889512362,0
2012/10/25,401.246582,405.506195,399.810211,401.395172,373.905243,8333146,65.71056908,419.6158145,389.7160988,69.25931133,44.68321122,403.4113448,401.8518732,453.6781648,-70.24660172,-57.93033822,-0.006862754927,0,88,1.559471589,0
2012/10/29,397.407959,403.376404,397.407959,401.791412,374.274323,5070092,69.54924927,415.1365689,390.8980289,72.22224549,63.26828467,403.1621243,401.8473946,453.6348023,-59.58549728,-69.18784812,-0.0106713953,36,84,1.314729769,1
2012/10/30,401.197052,402.088593,395.822998,397.853729,370.606323,4309203,60.89009623,408.3306261,396.5612323,42.77772834,70.8311282,402.3454481,401.5515675,453.5964205,-76.06221453,-87.18209561,-0.01911100979,32,80,0.7938806413,-1
2012/10/31,397.804199,399.884491,395.253387,398.96817,371.644379,4348470,58.60102979,407.9942081,396.2042212,36.2318596,61.41976172,401.8258669,401.3602047,453.5573542,-71.39898256,-90.04386785,-0.021323186,28,96,0.4656621666,0
2012/11/01,393.767487,400.602692,390.647064,399.760681,372.382629,8481957,56.77733834,407.7318809,395.8368051,61.33344541,50.41061114,401.508146,401.2417215,453.4798977,-64.09752395,-95.930768,-0.006584996294,24,96,0.2664244994,1
2012/11/02,402.187653,403.624054,397.482269,400.181671,372.77475,5329269,56.07921526,407.2417426,395.4778484,73.47317829,46.78101112,401.3040729,401.1631992,453.4342853,-62.4390624,-50.57665179,0.003477580188,20,92,0.1408736832,0
2012/11/05,398.05188,400.676971,397.160309,399.290131,371.944305,2338211,58.99786523,406.3869503,395.4304802,66.60301811,57.01282777,400.9942357,401.0244534,453.4137746,-65.95122376,-73.56137679,-0.006347812613,16,88,-0.030217739,0
2012/11/06,398.22522,399.909271,394.386597,398.94342,371.621368,7130238,59.3990015,405.3340649,395.2380259,63.93128145,67.13654727,400.6787256,400.8703028,453.3498354,-44.16661378,-84.23286994,0.003300953561,12,84,-0.1915772209,0
2012/11/07,397.234619,398.86911,395.253387,396.665009,369.498993,4807914,59.44627791,403.7755979,395.9757009,46.37396654,68.00249262,400.0612307,400.5587996,453.3061715,-59.50002056,-109.4891683,-0.01808486072,8,80,-0.4975688352,0
2012/11/08,392.776855,395.401978,391.167114,394.559967,367.538116,5729271,57.32649883,404.1166191,395.0296993,27.23664881,58.96942203,399.2148825,400.1144416,453.2512622,-73.66667674,-168.7042756,-0.01648253124,4,96,-0.8995591333,0
2012/11/09,392.950226,397.97757,388.814423,390.126984,363.408752,4889734,63.00151521,405.2710224,392.2018735,11.06474764,45.84729893,397.8167442,399.3746299,453.2033762,-92.13647898,-180.2636213,-0.02807255489,0,96,-1.557885684,-1
2012/11/11,0,0,0,0,0,0,97.76865678,569.3602074,171.30828,0,28.225121,336.6141682,369.791324,453.2033762,-100,-687.9866836,-1,4,96,-33.1771558,#DIV/0!
2012/11/12,389.235443,390.993774,385.84259,389.631683,362.947357,5843120,97.76865678,568.1028048,170.5172425,97.68409567,12.76713215,344.7707089,371.2609802,453.1429844,-3.9147397,15.41394619,-0.0206660021,0,92,-26.49027128,0
2012/11/15,390.721344,390.721344,384.87674,388.616302,362.001465,7038975,50.78699937,566.6865432,170.1397898,97.64779005,36.24961444,351.5161848,372.5465596,453.0695352,-3.718250152,15.72568731,-0.0259466012,20,88,-21.03037482,-1
2012/11/16,390.003174,392.603516,381.880157,383.935669,357.641449,6626155,51.07407525,564.9164154,169.4157029,96.47168533,65.11062857,356.5037977,373.3901973,452.9984946,-4.877901801,14.14034762,-0.03958621433,16,84,-16.8863996,-1
2012/11/19,383.985199,385.47113,377.100464,383.514679,357.249268,9564034,51.1139214,563.041002,168.6801544,97.68498329,97.26785701,360.6593179,374.1401589,452.8899332,-4.982204306,8.720627254,-0.04164856416,12,80,-13.48084101,0
2012/11/20,386.684601,386.684601,377.521484,379.081696,353.119873,4353800,51.16931835,560.9944068,168.0450306,12.77962559,97.26815289,363.49353,374.5061987,452.839974,-6.080499355,8.713431996,-0.05061090528,8,76,-11.01266878,-1
2012/11/21,379.651276,383.316528,376.976624,381.979218,355.81897,3974851,51.16931835,559.2695311,167.3429132,32.01272524,68.97876473,366.337482,375.0597557,452.794209,-5.362622912,9.804567837,-0.04252282692,4,72,-8.722273756,1
2012/11/22,382.895538,383.217468,377.125244,379.329346,353.350616,4839706,51.21659239,557.1644996,166.5291825,15.05559775,47.49244471,368.3362303,375.3760217,452.7378952,-5.327889184,9.887275657,-0.04370353474,0,68,-7.039791389,-1
2012/11/23,379.403625,384.257629,379.403625,383.242249,356.995544,3447158,51.26693111,555.3293382,165.9444265,64.54099551,19.94931619,370.6294639,375.9587052,452.6991634,-4.167700828,15.98183978,-0.02868440528,20,64,-5.329241245,1
2012/11/26,383.811859,386.065491,381.880157,383.192719,356.949341,2096510,50.99491827,553.5039955,165.4701389,64.03079653,37.20310617,372.5622724,376.494558,452.6761,-3.930209336,20.23305979,-0.01777437933,16,60,-3.932285648,0
2012/11/27,384.85199,390.300354,383.366058,389.705963,363.016541,4988158,50.97390681,552.4132468,165.241251,95.53885436,47.8757966,375.1997633,377.4731806,452.6245291,-2.078410349,29.1323994,#DIV/0!,12,56,-2.273417375,1
2012/11/29,389.309723,398.22522,387.650452,395.401978,368.322449,9051975,50.42805419,552.148359,165.3257057,86.61969094,74.7035488,378.3077963,378.8012397,452.5397488,-0.7089561028,40.81114803,0.01480961444,8,52,-0.4934434023,1
2012/11/30,394.287537,400.206451,391.290955,393.123596,366.200134,8420025,50.08771848,551.8809141,165.3879548,65.95243839,82.06311394,380.5871501,379.862155,452.4625974,-1.769800307,43.21164022,0.01159831427,4,48,0.7249951167,0
2012/12/03,393.767487,399.711151,391.167114,398.22522,370.952332,4762756,49.81600212,552.6375188,165.7882409,89.18913448,82.70366123,383.3006993,381.222382,452.4201782,-8.52882374,46.0872897,0.03721860758,0,44,2.078317294,1
2012/12/04,399.290131,408.973328,399.21582,408.478027,380.503021,7051360,3.617159765,582.7588591,194.0209045,98.06577976,80.58708793,387.1741343,383.2413187,452.3677684,-1.547975066,62.59255941,0.06509098443,96,40,3.932815658,1
2012/12/05,410.236359,414.619812,406.447296,412.390961,384.14798,6237831,3.532783863,409.4733089,370.5577801,91.73561775,84.40245087,391.0536461,385.4005514,452.3270344,-5.920994258,71.77843642,0.08786830214,96,36,5.653094687,1
2012/12/06,414.050232,418.953735,407.140717,417.987885,389.361542,5323356,27.48587916,416.0574386,368.1695909,96.52404659,92.996844,395.1973752,387.814428,452.2953202,-2.300896791,76.59142499,0.09426865469,96,32,7.382947184,1
2012/12/07,416.576263,420.860657,411.32605,413.381561,385.070709,6086633,24.75578278,420.3481401,368.0854454,74.81238261,95.4418147,397.9949422,389.7082897,452.259601,-17.04286386,75.62549282,0.08976952445,96,28,8.286652528,-1
2012/12/10,413.381561,415.040833,406.769226,410.261139,382.163971,3774070,28.08439146,422.9714085,369.2830998,51.02980909,87.69068232,399.8820494,391.230723,452.2348037,-24.15347286,65.67975048,0.07050081266,92,24,8.651326442,-1
2012/12/11,412.09375,415.238953,403.425934,406.174866,378.357544,7500949,27.67344868,424.6358237,371.4891374,15.76699555,74.12207943,400.8501751,392.3376965,452.1827524,-33.57871801,59.72809384,0.05997542714,88,20,8.512478511,-1
2012/12/12,408.626617,413.480621,405.828156,412.390961,384.14798,4671957,27.67344868,426.0721925,374.3973034,51.42053017,47.20306242,402.6256806,393.8231235,452.1520799,-20.43005877,121.5187221,0.05821054886,84,16,8.802557044,1
2012/12/13,412.390961,416.551514,411.30127,413.208191,384.909241,5354821,23.05205328,427.6850128,377.6243181,56.10790031,39.40577827,404.2537591,395.2590545,452.1196136,-19.63152345,99.36148655,0.04503319151,80,12,8.994704646,0
2012/12/14,413.332031,419.424286,410.360199,415.684723,387.216125,4130622,22.74898675,428.0666193,381.8773507,76.62532366,41.09847534,406.0123689,396.772067,452.0955631,-13.80447888,95.35488832,0.05738939924,76,8,9.240301991,1
2012/12/17,413.332031,418.235535,411.59845,413.158661,384.863098,3344204,26.293093,427.9095816,386.3152373,60.83580984,61.38458471,407.1117985,397.9858887,452.0756798,-23.19165449,82.33813177,0.03749998807,72,4,9.125909757,0
2012/12/18,413.332031,415.783783,409.121948,411.79657,383.594269,3690237,27.84809476,425.8827837,391.4978361,43.89788859,64.52301127,407.8325326,399.0089022,452.0525459,-30.52544791,66.33224751,0.008124165269,68,0,8.823630409,0
2012/12/19,413.678741,417.566895,413.109131,415.808563,387.331482,4023813,30.97268264,424.9293754,395.3664709,64.90385969,60.45300736,409.0596142,400.2533215,452.0294146,-17.0141165,78.02998457,0.008287286394,64,20,8.806292692,1
2012/12/20,417.022034,417.022034,410.855499,414.991302,386.57019,4420048,30.0857149,424.7563854,398.6634189,56.97108753,56.54585271,409.9721815,401.3450237,452.0032021,-27.11665142,67.45088688,-0.007169066635,60,16,8.627157789,0
2012/12/21,412.589081,413.332031,407.239777,408.750458,380.756775,4339348,37.22155885,421.7574948,403.1659149,13.7387618,55.25761194,409.7842241,401.8935744,451.9744267,-69.46023175,37.00979264,-0.01120297429,56,12,7.890649637,-1
2012/12/24,408.923798,409.790588,403.970764,406.496826,378.65744,2632412,42.90568482,419.0151845,405.6251965,18.57927082,45.20456967,409.2784705,402.234556,451.9557412,-82.38634477,9.6325947,-0.009175407179,52,8,7.043914491,-1
2012/12/26,407.140717,414.025452,407.140717,410.236359,382.14093,2687673,52.06183452,418.6647175,405.6678632,46.08366159,29.76304005,409.425838,402.8272822,451.9382458,-60.93757842,35.08037181,0.009999370567,48,4,6.598555804,1
2012/12/27,411.25174,412.09375,403.723114,405.010895,377.273315,7431009,56.94964921,418.6528654,403.8258596,9.683350227,26.13389807,408.746616,402.9890313,451.8858453,-90.09297333,-13.11592226,-0.01789579961,44,0,5.757584709,-1
2012/12/28,407.883667,419.028046,406.917816,416.180023,387.67749,6715100,59.75751486,418.4891035,404.3894017,81.3914691,24.78209421,409.8902171,403.9661418,451.8460614,-20.27873246,71.77114519,0.007192093634,40,0,5.924075291,1
2012/12/31,416.204803,420.910187,414.471222,415.833313,387.354523,4490742,44.56785031,419.1562088,404.5183213,70.46109015,45.71949364,410.8045395,404.8451915,451.8216308,-29.53890985,123.3948345,0.0003574584097,96,0,5.959348022,0
2013/01/01,418.037415,419.325226,415.610443,416.402924,387.885132,3152667,39.76915242,420.19259,404.9430912,73.77527285,53.84530316,411.6658294,405.7013198,451.8045205,-26.22472715,125.8912328,0.007852341742,96,0,5.96450961,0
2013/01/02,418.037415,423.981079,417.319244,419.993866,391.230133,6203434,39.29496548,420.9651954,405.2566152,80.31780092,75.20927737,412.9470658,406.7600269,451.7741181,-19.68219908,176.2093427,0.01990617843,96,0,6.18703888,0
2013/01/03,420.315826,426.952911,418.334595,426.333771,397.135895,7968629,41.57983981,424.2991853,403.7977081,96.90972266,74.85138797,415.0065589,408.2099339,451.7394306,-2.66528373,211.0858198,0.02531262926,96,0,6.796625017,1
2013/01/04,426.903381,428.240692,422.767578,426.878632,397.643463,6140890,37.04790247,426.9257775,402.7702457,90.108116,83.66759881,416.8330317,409.5928004,451.7147572,-5.555442711,208.760615,0.02864476904,96,0,7.240231272,0
2013/01/07,428.785553,431.410645,421.900787,424.278259,395.221161,7064261,38.60985134,428.5972587,402.6872786,54.85889358,89.11187986,417.9784513,410.6806122,451.6863232,-25.76028177,170.2333479,0.03798846141,96,0,7.297839109,-1
2013/01/08,423.535309,425.02121,419.969116,421.331207,392.475891,6448905,40.54052965,429.5275403,403.119088,28.47100157,80.62557741,418.4942599,411.4695451,451.656653,-36.40424999,103.2274219,0.03649322713,92,0,7.02471473,-1
2013/01/09,422.197998,425.888,420.340576,422.346588,393.421722,7878644,40.54052965,430.1425123,403.4381195,30.68199494,57.81267038,419.0869257,412.275252,451.6214049,-32.7369638,103.2855472,0.02952012598,88,52,6.811673718,0
2013/01/10,424.84787,425.44223,419.523346,421.034027,392.199066,4264172,43.69182669,430.7320658,403.7118125,12.70836209,38.00396336,419.3864798,412.9240502,451.6017952,-37.47758513,79.52602254,0.03956222462,84,48,6.462429613,-1
2013/01/11,422.247528,422.495178,414.198822,416.006683,387.516022,3715209,42.22810961,431.2181,404.2623819,10.50359976,23.9537862,418.866511,413.1523933,451.5821757,-55.63501491,13.90554056,-0.0004165024519,80,44,5.714117705,-1
2013/01/14,416.551514,422.495178,415.560913,419.795746,391.045563,3258598,39.2976593,431.4412427,405.9390849,47.88124537,17.96465227,419.0094703,413.6444935,451.5658539,-41.94992685,33.91519571,0.00952889746,76,40,5.364976732,1
2013/01/15,419.102325,421.900787,415.065582,419.597626,390.861053,4793989,36.47060165,430.5744753,408.1431762,46.18634433,23.69773574,419.0999558,414.0854663,451.5415525,-48.23052086,25.83965068,0.00767214113,72,36,5.014489455,0
2013/01/16,419.052795,431.361115,419.052795,426.630951,397.41272,9022900,31.51287402,431.7769649,410.0292659,72.43862461,34.85706315,420.2585704,415.0147615,451.5054445,-27.76983008,111.2127967,0.01580281413,68,32,5.243808944,1
2013/01/17,427.002441,442.579773,425.83847,440.821442,410.631348,10207239,26.74481421,435.0779126,410.248521,93.80453812,55.50207143,423.4220891,416.9263674,451.4816429,-6.195461879,210.9858574,0.03398199248,96,28,6.495721685,1
2013/01/18,443.297974,447.235657,438.66687,445.873566,415.337463,10501297,24.58439527,441.4746301,408.1432681,95.76596884,70.80983568,426.8761625,419.0706044,451.4694026,-4.122946402,242.4392423,0.0444972706,96,24,7.80555812,1
2013/01/21,464.64563,473.016266,454.714752,455.655823,424.449707,20286308,22.29329083,449.8505125,405.3749427,70.04272978,87.33637719,431.3038026,421.7806206,451.4995357,-29.51580657,319.1832376,0.07395515404,96,20,9.523182004,-1
2013/01/22,455.680603,460.980377,453.476501,455.705353,424.495911,8613623,19.05507111,455.8475079,404.4795884,67.92105348,86.53774558,435.0578872,424.2935637,451.5064423,-29.43159686,225.6344514,0.08158461901,92,16,10.76432354,0
2013/01/23,456.720734,460.039276,453.798431,457.191284,425.880066,5400448,20.18197772,460.9287846,403.8065278,66.45671621,77.90991737,438.4630252,426.7304319,451.5110027,-26.9052528,178.5123904,0.08250261039,88,12,11.73259333,0
2013/01/24,458.157135,459.816406,449.241638,453.476501,422.419708,6201657,26.89712865,464.5590425,403.9759655,43.1146766,68.14016649,440.7727907,428.7116222,451.5135383,-33.22103728,134.9906483,0.07705428046,84,8,12.06116854,-1
2013/01/25,453.823212,454.368042,448.300568,451.81723,420.874023,6501830,25.95153524,467.5498271,404.9193196,14.22845513,59.16414876,442.4719352,430.4231487,451.5135202,-36.04208983,101.0003922,0.08608166278,80,4,12.04878654,0
2013/01/28,451.39621,452.28775,443.297974,444.561005,414.114777,6184550,31.13435597,468.9151426,406.8725467,7.142869665,41.26661598,442.7933306,431.4703973,451.5089802,-48.3789486,67.63751677,0.05899359209,76,0,11.32293327,-1
2013/01/29,443.297974,446.765106,435.917938,437.280029,407.332489,7125282,38.41726327,468.8626804,409.0583576,5.646830205,21.4953338,441.9451303,431.9007404,451.4964337,-60.75788843,30.63281483,0.04214133232,72,4,10.04438994,-1
2013/01/30,439.583191,447.458527,439.583191,445.477325,414.968353,8141748,37.78853069,469.6203112,411.7926266,39.99999916,9.006051667,442.4885449,432.9064133,451.4873322,-47.52133901,45.39678718,0.04417488688,68,0,9.582131571,1
2013/01/31,444.115234,444.783905,437.403839,439.16217,409.085693,7722548,34.76703835,469.5685671,415.1522973,17.58381416,17.59656634,441.9767949,433.3698027,451.4743367,-58.41880313,22.75980219,-0.003764045579,64,0,8.606992203,-1
2013/02/01,441.490112,445.675446,437.651489,442.802673,412.476807,3762524,34.76703835,467.8254748,420.1820935,42.05750805,21.07688118,442.1038531,434.0685338,451.4689297,-55.98897261,27.17813167,-0.006887362773,60,0,8.035319238,0
2013/02/04,443.818054,446.269806,437.899139,439.186951,409.108734,6321183,37.64448207,466.0764709,424.7295724,28.32622321,33.21377379,441.6550989,434.4476759,451.4589699,-71.70600975,19.25087634,-0.03614322734,56,0,7.20742306,-1
2013/02/05,437.849609,438.79071,432.401276,433.268066,403.595245,4480439,41.97673259,463.1485363,428.6056662,5.756628484,29.32251514,440.3647862,434.3602973,451.4476289,-97.86583722,-18.63290016,-0.04923639113,52,32,6.004488812,-1
2013/02/06,436.091278,437.304779,431.311584,433.713837,404.010437,4558007,45.75410231,460.9557019,429.7831286,16.05974961,25.38011992,439.3415632,434.3124114,451.4356155,-94.23984818,-27.71854722,-0.05135147546,48,28,5.029151817,-1
2013/02/07,431.707855,436.859009,430.098114,432.351746,402.741669,3942395,56.43823662,461.1356042,427.6715376,13.93565992,16.71420044,438.2662067,434.1671769,451.4246348,-92.7025037,-39.33302201,-0.04658401252,44,24,4.099029796,0
2013/02/08,430.890594,432.896576,424.476379,427.720642,398.427734,4423115,63.88783193,461.0815482,423.7348535,14.88642883,11.91734601,436.6438121,433.6896558,451.4091488,-90.87739393,-77.04660351,-0.05333260088,40,20,2.95415633,-1
2013/02/11,428.438843,433.391876,426.259491,430.122864,400.665405,3844245,75.133661,459.089762,422.0719984,39.4463772,14.96061279,435.6405894,433.425449,451.3966165,-84.02240892,-75.39018171,-0.03247729971,36,16,2.21514034,0
2013/02/12,430.221924,436.041748,428.537903,433.614777,403.918243,4489795,72.08206825,456.1515008,421.6421872,71.23568021,22.75615532,435.3289259,433.4394733,451.383909,-69.42827169,-64.53113145,-0.008381933217,32,12,1.889452605,1
2013/02/13,437.849609,439.830841,432.153625,435.373108,405.556152,4861085,67.66518727,452.3520937,422.8553953,70.96783332,41.85616208,435.3357232,433.5827055,451.3724199,-60.81915918,-48.98790786,-0.02268177623,28,8,1.75301765,-1
2013/02/14,435.868408,437.577209,421.504547,424.005859,394.967377,5669500,70.54518045,449.7885912,421.4458448,13.64876063,60.54996358,433.5926671,432.8733095,451.3520977,-90.36251088,-113.5337212,-0.03451187747,24,4,0.7193576633,-1
2013/02/15,423.436249,424.6745,413.133911,418.928986,390.238129,6641223,69.56520471,448.0980384,419.4746806,21.70689664,51.95075805,431.3367162,431.8403966,451.3195143,-83.1168541,-161.2199681,-0.05391495683,20,0,-0.5036804306,-1
2013/02/18,420.018646,423.287659,417.641174,419.770996,391.022522,2450597,65.75924184,447.5296879,417.5417406,24.86085479,35.44116353,429.5573746,430.9463669,451.307997,-79.97010493,-144.5777052,-0.0442088613,16,0,-1.388992323,0
2013/02/19,420.513947,423.485779,413.208191,420.216766,391.437775,4465943,64.82180305,446.7622223,414.700555,26.53059734,20.07217068,428.1203579,430.1515817,451.2861777,-78.62482664,-139.470327,-0.03012292164,12,96,-2.031223779,0
2013/02/20,424.94693,435.298798,424.278259,433.292816,403.618347,6864000,71.05117679,444.6125515,416.0117467,82.47211567,24.36611625,428.9161207,430.3842657,451.2651169,-39.16293796,-44.76178886,-0.0009707345353,8,92,-1.468145019,1
2013/02/21,430.420044,434.283417,422.817108,425.566071,396.420776,7483003,60.33118768,442.8872698,415.2746566,56.08943551,44.62118927,428.4007284,430.0273624,451.2383698,-53.43224858,-68.15754444,-0.01569480189,4,88,-1.626633967,-1
2013/02/22,425.21933,431.905975,424.97168,427.250092,397.98938,4488226,61.63282667,440.2527338,416.2039271,63.56503015,55.03071617,428.2237074,429.8216387,451.2226854,-47.12432853,-57.74659996,-0.001100133951,0,84,-1.597931224,0
2013/02/25,427.943512,428.414063,421.504547,423.163818,394.183014,4558920,58.65142701,438.5102657,416.5029312,45.06724057,67.37552711,427.4452629,429.3284668,451.2042486,-62.43048545,-86.75172134,-0.01617920502,4,80,-1.883203852,-1
2013/02/26,420.860657,420.860657,405.530975,407.883667,379.94931,6218671,67.22691303,440.1065149,411.2166576,7.903473492,54.90723541,424.4357866,427.7399631,451.167041,-93.14081285,-192.097859,-0.05934094354,0,96,-3.30417646,-1
2013/02/27,411.103149,416.526733,409.691528,411.74704,383.548126,8172768,67.02276135,439.7045515,408.6750917,21.61925933,38.84524807,422.4836718,426.5553021,451.1197574,-81.87729072,-163.1870971,-0.05426625477,0,96,-4.071630356,0
2013/02/28,414.669342,415.833313,399.09201,403.103973,375.496979,12768708,65.43480003,440.7286422,404.134334,12.22638898,24.86332446,419.5021796,424.8181666,451.0333932,-90.15199282,-194.05334,-0.04929621975,0,96,-5.315986982,-1
2013/03/01,404.168884,405.407135,398.96817,401.395172,373.905243,6417934,66.15994407,441.3070779,399.4519422,8.242242815,13.91637393,416.7164862,423.08313,450.9861804,-94.06058894,-190.5480623,-0.04185390504,0,96,-6.366643827,-1
2013/03/04,400.652222,405.283325,398.67099,402.484833,374.920197,6898502,68.17043882,440.3828275,395.9290578,17.18747289,14.02929704,414.5270011,421.5573302,450.9357635,-90.19734351,-160.9661885,-0.04117998424,4,96,-7.030329151,0
2013/03/05,405.704315,413.307251,405.704315,409.295288,381.264252,6073047,70.30698211,437.602784,394.9836985,59.50073318,12.55203489,413.7221221,420.6490308,450.8980836,-70.99390168,-92.39425832,-0.02599010531,0,92,-6.92690866,1
2013/03/06,412.04422,415.263702,409.468658,413.703491,385.370636,4974092,60.45776414,434.6665185,396.4481971,87.59012984,28.31014963,413.7192558,420.1345464,450.8697821,-58.95877526,-61.4581865,-0.04521036185,4,88,-6.415290558,0
2013/03/07,411.72229,416.799164,408.156097,414.322632,385.947296,4859539,53.75046754,433.8770451,396.5796199,86.33876749,54.75944531,413.8120829,419.7040342,450.8423765,-57.26841748,-53.81280547,-0.026419961,0,84,-5.891951276,1
2013/03/08,417.542114,423.337189,416.056213,421.653137,392.775818,4675892,53.27697073,434.1946498,396.5308925,93.17263272,77.80987684,415.0183989,419.8484122,450.8211057,-37.25492118,5.199686741,-0.01309995037,0,80,-4.830013248,1
2013/03/11,422.049408,426.259491,416.080963,418.285065,389.638367,4877596,50.92708113,433.9845525,396.4650325,61.20477879,89.03384335,415.5209629,419.7326087,450.7988468,-44.92350943,7.574498685,-0.01152923003,24,76,-4.211645741,-1
2013/03/12,421.256897,423.238129,417.814545,419.944336,391.18399,3946988,51.21194094,433.0135309,395.5291284,65.11618208,80.23872633,416.2014819,419.7482922,450.7809313,-35.99110696,13.39760449,0.02956889421,20,72,-3.546810313,0
2013/03/13,417.145874,424.278259,416.155273,418.532715,389.869049,4338974,55.67548342,430.070406,397.4674881,57.31863318,73.1645312,416.5601331,419.6582494,450.7608236,-33.22235063,14.21599919,0.01648020348,16,68,-3.098116308,0
2013/03/14,418.037415,427.671112,413.703491,425.987061,396.812897,6825747,55.67548342,430.0571882,397.300273,87.94317944,61.21319802,418.0104297,420.1270503,450.7320852,-5.807047984,49.1337977,0.05676721028,12,64,-2.116620568,1
2013/03/15,428.315002,430.618164,415.214172,417.864075,389.246246,5904119,53.69218937,428.3591572,398.2411978,24.59748409,70.12599824,417.9879136,419.9594225,450.7062023,-39.92243258,38.87194142,0.04102915069,8,60,-1.971508879,-1
2013/03/18,413.579681,417.789764,411.49939,413.232971,384.932281,3702764,45.62397663,427.9146016,399.4499396,9.06742765,56.61976557,417.256384,419.4611668,450.6861114,-54.41856297,-28.11228843,0.02670445472,4,56,-2.204782845,0
2013/03/19,414.372162,415.560913,402.138123,408.626617,380.641388,8293306,49.43482096,427.6210274,399.2977392,22.78260063,40.53603039,415.9287275,418.6586076,450.6345507,-68.83722172,-72.20815437,-0.00163371292,0,52,-2.729880057,-1
2013/03/20,410.805969,411.004089,402.856323,407.487427,379.580231,9312667,45.96810395,428.2188995,399.3260748,18.7826415,18.81583746,414.6300659,417.8311127,450.5745145,-72.40307703,-86.17903521,-0.01502540862,0,48,-3.201046817,-1
2013/03/21,408.626617,412.490021,398.59671,402.484833,374.920197,7688640,49.05499151,428.4133627,399.2872774,12.14224376,16.87755659,412.7615685,416.6943513,450.5221236,-87.85775624,-103.1611359,-0.02857145153,12,44,-3.932782726,-1
